task_id,team,role,user_id,task_name,description,priority,expected_duration,created_at,completed_at,completion_time,duration_error
6025,Customer Support,Technical Support,193,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,2.0,2024-10-08 14:21:00,2024-10-09 09:23:41.946334,19.04,17.04
5123,Customer Support,Technical Support,125,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,4.0,2024-10-08 14:34:00,2024-10-09 12:46:01.843760,22.2,18.2
5134,Marketing,Content Writer,25,Ad campaign optimization,Ad campaign optimization for marketing team by content writer.,Medium,4.0,2024-10-08 14:35:00,2024-10-09 11:42:19.603011,21.12,17.12
6619,Engineering,Frontend Engineer,5,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,11.0,2024-10-08 14:35:00,2024-10-10 10:41:19.980105,44.11,33.11
5790,Customer Support,Technical Support,52,Resolve technical issue,Resolve technical issue for customer support team by technical support.,High,1.0,2024-10-08 14:36:00,2024-10-08 15:06:00.000000,0.5,-0.5
4502,Customer Support,Technical Support,34,Create KB article,Create KB article for customer support team by technical support.,Low,4.0,2024-10-08 14:39:00,2024-10-09 10:11:27.413469,19.54,15.54
881,Engineering,Frontend Engineer,29,Fix backend API bug,Fix backend API bug for engineering team by frontend engineer.,High,3.0,2024-10-08 14:41:00,2024-10-09 10:17:03.183788,19.6,16.6
6437,Finance,Accountant,78,Month-end close preparation,Month-end close preparation for finance team by accountant.,Medium,3.0,2024-10-08 14:42:00,2024-10-09 11:07:04.242469,20.42,17.42
3655,Engineering,Frontend Engineer,163,Write unit tests,Write unit tests for engineering team by frontend engineer.,Low,9.0,2024-10-08 14:44:00,2024-10-10 14:02:44.173256,47.31,38.31
1103,Engineering,Frontend Engineer,180,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,10.0,2024-10-08 14:51:00,2024-10-10 12:54:59.963358,46.07,36.07
4714,Marketing,Social Media Manager,38,Competitor research,Competitor research for marketing team by social media manager.,Low,9.0,2024-10-08 15:12:00,2024-10-10 12:37:18.739574,45.42,36.42
781,Engineering,Frontend Engineer,84,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,7.0,2024-10-08 15:23:00,2024-10-09 14:34:42.907361,23.2,16.2
4446,Engineering,Data Engineer,123,Integration testing,Integration testing for engineering team by data engineer.,Low,5.0,2024-10-08 15:30:00,2024-10-10 09:54:51.320633,42.41,37.41
9853,Engineering,Data Engineer,24,Write unit tests,Write unit tests for engineering team by data engineer.,Low,3.0,2024-10-08 15:31:00,2024-10-09 13:29:59.438513,21.98,18.98
9528,Marketing,SEO Specialist,139,Email campaign setup,Email campaign setup for marketing team by seo specialist.,Medium,3.0,2024-10-08 15:34:00,2024-10-09 11:40:32.432539,20.11,17.11
2416,Engineering,Backend Engineer,14,Data pipeline monitoring,Data pipeline monitoring for engineering team by backend engineer.,Low,12.0,2024-10-08 15:36:00,2024-10-11 10:12:57.936846,66.62,54.620000000000005
8946,Engineering,QA Engineer,100,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,6.0,2024-10-08 15:53:00,2024-10-10 09:34:05.681532,41.68,35.68
8957,Finance,Accountant,59,Prepare monthly report,Prepare monthly report for finance team by accountant.,Medium,6.0,2024-10-08 16:00:00,2024-10-09 14:57:41.844659,22.96,16.96
5824,Engineering,QA Engineer,72,Data pipeline monitoring,Data pipeline monitoring for engineering team by qa engineer.,Low,8.0,2024-10-08 16:12:00,2024-10-10 12:43:25.095216,44.52,36.52
6592,Finance,Financial Analyst,154,Reconcile transactions,Reconcile transactions for finance team by financial analyst.,Low,3.0,2024-10-08 16:15:00,2024-10-09 13:05:07.040479,20.84,17.84
1624,Engineering,Frontend Engineer,151,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,10.0,2024-10-08 16:30:00,2024-10-10 13:15:34.190326,44.76,34.76
7781,Finance,Accountant,124,Invoice processing,Invoice processing for finance team by accountant.,Low,6.0,2024-10-08 16:42:00,2024-10-10 09:57:29.566591,41.26,35.26
5855,Engineering,Data Engineer,97,Data pipeline monitoring,Data pipeline monitoring for engineering team by data engineer.,Low,12.0,2024-10-08 16:43:00,2024-10-10 16:07:14.900894,47.4,35.4
7937,Operations,Operations Associate,112,Resource planning,Resource planning for operations team by operations associate.,Medium,7.0,2024-10-08 16:44:00,2024-10-10 09:41:09.991180,40.95,33.95
8974,Engineering,QA Engineer,194,Performance profiling,Performance profiling for engineering team by qa engineer.,Low,5.0,2024-10-08 16:44:00,2024-10-09 14:41:19.815358,21.96,16.96
2836,Customer Support,Technical Support,155,Resolve technical issue,Resolve technical issue for customer support team by technical support.,High,3.0,2024-10-08 16:45:00,2024-10-09 12:39:38.842416,19.91,16.91
6027,Finance,Accountant,88,Invoice processing,Invoice processing for finance team by accountant.,Low,6.0,2024-10-08 16:47:00,2024-10-09 16:01:32.860169,23.24,17.24
9037,Customer Support,Support Agent,77,Create KB article,Create KB article for customer support team by support agent.,Low,3.0,2024-10-08 16:48:00,2024-10-09 15:56:04.131567,23.13,20.13
895,Marketing,Content Writer,83,Prepare campaign assets,Prepare campaign assets for marketing team by content writer.,Medium,3.0,2024-10-08 16:54:00,2024-10-09 16:15:33.216978,23.36,20.36
4037,Marketing,SEO Specialist,33,Write blog post,Write blog post for marketing team by seo specialist.,Low,10.0,2024-10-08 16:55:00,2024-10-10 16:28:40.063783,47.56,37.56
6389,Customer Support,Support Agent,63,Create KB article,Create KB article for customer support team by support agent.,Low,3.0,2024-10-08 16:57:00,2024-10-09 14:15:29.428353,21.31,18.31
6023,Engineering,QA Engineer,13,Integration testing,Integration testing for engineering team by qa engineer.,Low,8.0,2024-10-09 09:01:00,2024-10-10 10:44:09.754261,25.72,17.72
2611,Operations,Logistics Coordinator,2,Process documentation,Process documentation for operations team by logistics coordinator.,Low,6.0,2024-10-09 09:24:00,2024-10-09 16:39:26.325134,7.26,1.2599999999999998
3305,Marketing,SEO Specialist,179,Email campaign setup,Email campaign setup for marketing team by seo specialist.,Medium,8.0,2024-10-09 09:40:00,2024-10-10 13:06:30.748819,27.44,19.44
5091,Finance,Accountant,172,Month-end close preparation,Month-end close preparation for finance team by accountant.,Medium,5.0,2024-10-09 09:42:00,2024-10-09 16:51:58.627860,7.17,2.17
1066,Operations,Operations Associate,25,Process documentation,Process documentation for operations team by operations associate.,Low,1.0,2024-10-09 09:46:00,2024-10-09 10:55:14.697731,1.15,0.1499999999999999
9707,Finance,Financial Analyst,8,Invoice processing,Invoice processing for finance team by financial analyst.,Low,3.0,2024-10-09 10:08:00,2024-10-09 13:29:55.042876,3.37,0.3700000000000001
3674,Engineering,QA Engineer,144,Database schema update,Database schema update for engineering team by qa engineer.,Medium,4.0,2024-10-09 10:19:00,2024-10-09 11:53:24.757836,1.57,-2.4299999999999997
6628,Finance,Financial Analyst,145,Month-end close preparation,Month-end close preparation for finance team by financial analyst.,Medium,3.0,2024-10-09 10:50:00,2024-10-09 13:50:16.412634,3.0,0.0
2761,Customer Support,Support Agent,57,Resolve technical issue,Resolve technical issue for customer support team by support agent.,High,1.0,2024-10-09 10:56:00,2024-10-09 13:31:26.950015,2.59,1.5899999999999999
9465,Engineering,Frontend Engineer,179,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,6.0,2024-10-09 11:21:00,2024-10-11 13:36:52.948828,50.26,44.26
470,Engineering,Frontend Engineer,112,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,10.0,2024-10-09 11:23:00,2024-10-11 10:10:35.845745,46.79,36.79
7870,Engineering,QA Engineer,161,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,11.0,2024-10-09 11:24:00,2024-10-11 12:58:39.759727,49.58,38.58
7039,Engineering,QA Engineer,107,Write unit tests,Write unit tests for engineering team by qa engineer.,Low,7.0,2024-10-09 11:31:00,2024-10-10 13:59:16.749764,26.47,19.47
3389,Marketing,Social Media Manager,181,Schedule social posts,Schedule social posts for marketing team by social media manager.,Low,9.0,2024-10-09 11:45:00,2024-10-10 15:15:11.551594,27.5,18.5
5615,Engineering,Backend Engineer,101,Implement new endpoint,Implement new endpoint for engineering team by backend engineer.,Low,2.0,2024-10-09 11:48:00,2024-10-09 14:24:09.084575,2.6,0.6000000000000001
2603,Marketing,Content Writer,7,Write blog post,Write blog post for marketing team by content writer.,Low,10.0,2024-10-09 11:53:00,2024-10-10 13:55:11.483465,26.04,16.04
5684,Operations,Logistics Coordinator,20,Inventory check,Inventory check for operations team by logistics coordinator.,Low,1.0,2024-10-09 12:05:00,2024-10-09 12:49:52.371897,0.75,-0.25
7581,Engineering,Backend Engineer,156,Implement new endpoint,Implement new endpoint for engineering team by backend engineer.,Low,5.0,2024-10-09 12:05:00,2024-10-10 10:25:09.936051,22.34,17.34
9727,Marketing,Social Media Manager,38,Prepare campaign assets,Prepare campaign assets for marketing team by social media manager.,Medium,7.0,2024-10-09 12:15:00,2024-10-10 13:00:20.835569,24.76,17.76
8712,Engineering,Data Engineer,18,Refactor UI component,Refactor UI component for engineering team by data engineer.,Low,4.0,2024-10-09 12:26:00,2024-10-10 11:13:52.177299,22.8,18.8
2155,Engineering,Frontend Engineer,24,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,3.0,2024-10-09 12:27:00,2024-10-09 14:37:41.017234,2.18,-0.8199999999999998
8715,Engineering,Data Engineer,40,Performance profiling,Performance profiling for engineering team by data engineer.,Low,8.0,2024-10-09 12:31:00,2024-10-11 10:02:50.349689,45.53,37.53
1824,Engineering,Frontend Engineer,101,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,3.0,2024-10-09 12:55:00,2024-10-09 15:36:32.914805,2.69,-0.31000000000000005
9070,Marketing,Content Writer,119,Landing page copy,Landing page copy for marketing team by content writer.,Low,7.0,2024-10-09 13:02:00,2024-10-10 13:43:52.293991,24.7,17.7
4842,Customer Support,Technical Support,81,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,4.0,2024-10-09 13:03:00,2024-10-10 10:04:19.072756,21.02,17.02
9770,Customer Support,Support Agent,180,Escalate request,Escalate request for customer support team by support agent.,Low,2.0,2024-10-09 13:16:00,2024-10-09 15:47:47.431982,2.53,0.5299999999999998
3193,Engineering,Frontend Engineer,90,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,11.0,2024-10-09 13:24:00,2024-10-11 11:40:27.482153,46.27,35.27
2392,Marketing,Content Writer,99,Prepare campaign assets,Prepare campaign assets for marketing team by content writer.,Medium,4.0,2024-10-09 13:25:00,2024-10-09 16:13:18.322452,2.81,-1.19
9429,Operations,Logistics Coordinator,31,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,4.0,2024-10-09 13:33:00,2024-10-10 11:33:14.449741,22.0,18.0
9445,Engineering,Data Engineer,51,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,3.0,2024-10-09 13:36:00,2024-10-10 12:22:50.888153,22.78,19.78
1565,Finance,Accountant,176,Reconcile transactions,Reconcile transactions for finance team by accountant.,Low,6.0,2024-10-09 13:42:00,2024-10-10 13:17:29.449263,23.59,17.59
2738,Engineering,Data Engineer,146,Performance profiling,Performance profiling for engineering team by data engineer.,Low,11.0,2024-10-09 13:59:00,2024-10-11 16:58:22.658176,50.99,39.99
8571,Operations,Logistics Coordinator,35,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,2.0,2024-10-09 14:04:00,2024-10-10 09:49:27.505041,19.76,17.76
9313,Marketing,Content Writer,75,Keyword research,Keyword research for marketing team by content writer.,Low,6.0,2024-10-09 14:09:00,2024-10-11 09:13:22.519171,43.07,37.07
156,Finance,Accountant,15,Invoice processing,Invoice processing for finance team by accountant.,Low,4.0,2024-10-09 14:44:00,2024-10-10 10:30:57.624199,19.78,15.780000000000001
9598,Operations,Logistics Coordinator,11,Vendor follow-up,Vendor follow-up for operations team by logistics coordinator.,Low,3.0,2024-10-09 14:48:00,2024-10-10 10:13:12.694549,19.42,16.42
9988,Marketing,SEO Specialist,12,Prepare campaign assets,Prepare campaign assets for marketing team by seo specialist.,Medium,6.0,2024-10-09 14:50:00,2024-10-10 16:38:37.071776,25.81,19.81
3758,Marketing,Social Media Manager,106,Email campaign setup,Email campaign setup for marketing team by social media manager.,Medium,2.0,2024-10-09 14:51:00,2024-10-10 09:19:57.056208,18.48,16.48
9307,Customer Support,Support Agent,10,Live chat assistance,Live chat assistance for customer support team by support agent.,Low,4.0,2024-10-09 14:52:00,2024-10-10 11:47:22.393781,20.92,16.92
9119,Engineering,Frontend Engineer,123,Fix backend API bug,Fix backend API bug for engineering team by frontend engineer.,High,7.0,2024-10-09 14:58:00,2024-10-10 14:37:56.652650,23.67,16.67
8676,Marketing,Content Writer,193,Write blog post,Write blog post for marketing team by content writer.,Low,6.0,2024-10-09 15:00:00,2024-10-10 13:30:14.882196,22.5,16.5
5850,Marketing,SEO Specialist,110,Keyword research,Keyword research for marketing team by seo specialist.,Low,9.0,2024-10-09 15:08:00,2024-10-11 12:04:59.978944,44.95,35.95
6864,Customer Support,Technical Support,112,Respond to ticket,Respond to ticket for customer support team by technical support.,Low,2.0,2024-10-09 15:10:00,2024-10-10 09:51:12.120979,18.69,16.69
655,Customer Support,Support Agent,135,Resolve technical issue,Resolve technical issue for customer support team by support agent.,High,3.0,2024-10-09 15:21:00,2024-10-10 10:59:31.351093,19.64,16.64
1469,Marketing,SEO Specialist,197,Competitor research,Competitor research for marketing team by seo specialist.,Low,6.0,2024-10-09 15:26:00,2024-10-11 10:10:17.311798,42.74,36.74
1015,Marketing,Content Writer,183,Email campaign setup,Email campaign setup for marketing team by content writer.,Medium,8.0,2024-10-09 15:35:00,2024-10-11 10:28:01.505450,42.88,34.88
9461,Customer Support,Support Agent,130,Respond to ticket,Respond to ticket for customer support team by support agent.,Low,1.0,2024-10-09 15:37:00,2024-10-09 16:07:00.000000,0.5,-0.5
1307,Customer Support,Support Agent,147,Escalate request,Escalate request for customer support team by support agent.,Low,2.0,2024-10-09 15:38:00,2024-10-10 11:56:44.294809,20.31,18.31
5804,Operations,Logistics Coordinator,56,Process documentation,Process documentation for operations team by logistics coordinator.,Low,1.0,2024-10-09 15:43:00,2024-10-10 10:17:24.382069,18.57,17.57
4050,Engineering,Data Engineer,87,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,11.0,2024-10-09 15:52:00,2024-10-15 11:14:16.888980,139.37,128.37
2404,Engineering,QA Engineer,110,Write unit tests,Write unit tests for engineering team by qa engineer.,Low,6.0,2024-10-09 16:01:00,2024-10-10 16:23:36.120186,24.38,18.38
2390,Engineering,Data Engineer,31,Data pipeline monitoring,Data pipeline monitoring for engineering team by data engineer.,Low,5.0,2024-10-09 16:12:00,2024-10-11 15:21:34.230270,47.16,42.16
8621,Engineering,Backend Engineer,133,Performance profiling,Performance profiling for engineering team by backend engineer.,Low,5.0,2024-10-09 16:16:00,2024-10-10 14:58:49.473908,22.71,17.71
370,Engineering,Backend Engineer,185,Performance profiling,Performance profiling for engineering team by backend engineer.,Low,2.0,2024-10-09 16:21:00,2024-10-10 10:17:29.660819,17.94,15.940000000000001
2169,Marketing,Content Writer,31,Email campaign setup,Email campaign setup for marketing team by content writer.,Medium,3.0,2024-10-09 16:35:00,2024-10-11 14:52:13.785918,46.29,43.29
8194,Engineering,Frontend Engineer,17,Performance profiling,Performance profiling for engineering team by frontend engineer.,Low,6.0,2024-10-09 16:35:00,2024-10-10 16:55:21.172850,24.34,18.34
1886,Engineering,Frontend Engineer,164,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,7.0,2024-10-09 16:51:00,2024-10-11 09:34:53.203288,40.73,33.73
5489,Customer Support,Technical Support,141,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,2.0,2024-10-09 16:54:00,2024-10-10 10:38:45.805440,17.75,15.75
9218,Engineering,QA Engineer,32,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,5.0,2024-10-10 09:04:00,2024-10-10 14:12:11.925159,5.14,0.13999999999999968
5680,Marketing,SEO Specialist,91,Competitor research,Competitor research for marketing team by seo specialist.,Low,5.0,2024-10-10 09:11:00,2024-10-10 14:28:24.992616,5.29,0.29000000000000004
1203,Engineering,Backend Engineer,57,Database schema update,Database schema update for engineering team by backend engineer.,Medium,10.0,2024-10-10 09:14:00,2024-10-11 13:30:06.357847,28.27,18.27
9318,Operations,Logistics Coordinator,136,Process documentation,Process documentation for operations team by logistics coordinator.,Low,4.0,2024-10-10 09:15:00,2024-10-10 15:21:22.711150,6.11,2.1100000000000003
8000,Marketing,Content Writer,139,Landing page copy,Landing page copy for marketing team by content writer.,Low,4.0,2024-10-10 09:19:00,2024-10-10 10:44:31.863076,1.43,-2.5700000000000003
3952,Engineering,Data Engineer,168,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,12.0,2024-10-10 09:21:00,2024-10-11 11:29:52.678718,26.15,14.149999999999999
8114,Customer Support,Technical Support,68,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,1.0,2024-10-10 09:28:00,2024-10-10 10:15:48.912943,0.8,-0.19999999999999996
1271,Engineering,Backend Engineer,22,Performance profiling,Performance profiling for engineering team by backend engineer.,Low,4.0,2024-10-10 09:31:00,2024-10-10 13:51:47.975759,4.35,0.34999999999999964
6920,Engineering,QA Engineer,81,Database schema update,Database schema update for engineering team by qa engineer.,Medium,6.0,2024-10-10 09:32:00,2024-10-10 15:58:58.030366,6.45,0.4500000000000002
4406,Operations,Logistics Coordinator,185,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,5.0,2024-10-10 09:40:00,2024-10-11 09:22:22.533329,23.71,18.71
8697,Customer Support,Technical Support,104,Create KB article,Create KB article for customer support team by technical support.,Low,4.0,2024-10-10 09:53:00,2024-10-10 13:37:08.380555,3.74,-0.2599999999999998
9663,Finance,Financial Analyst,36,Create budget forecast,Create budget forecast for finance team by financial analyst.,Low,6.0,2024-10-10 09:57:00,2024-10-10 16:13:01.704261,6.27,0.2699999999999996
7983,Engineering,Backend Engineer,78,Refactor UI component,Refactor UI component for engineering team by backend engineer.,Low,10.0,2024-10-10 10:02:00,2024-10-14 11:16:17.457170,97.24,87.24
4005,Marketing,Social Media Manager,160,Competitor research,Competitor research for marketing team by social media manager.,Low,6.0,2024-10-10 10:17:00,2024-10-11 15:25:30.795606,29.14,23.14
8700,Engineering,Data Engineer,169,Performance profiling,Performance profiling for engineering team by data engineer.,Low,12.0,2024-10-10 10:20:00,2024-10-14 09:34:48.626110,95.25,83.25
9757,Engineering,Frontend Engineer,96,Performance profiling,Performance profiling for engineering team by frontend engineer.,Low,12.0,2024-10-10 10:25:00,2024-10-11 16:30:21.646813,30.09,18.09
5630,Customer Support,Support Agent,141,Create KB article,Create KB article for customer support team by support agent.,Low,1.0,2024-10-10 10:34:00,2024-10-10 11:04:00.000000,0.5,-0.5
9396,Engineering,Frontend Engineer,180,Write unit tests,Write unit tests for engineering team by frontend engineer.,Low,8.0,2024-10-10 10:34:00,2024-10-11 10:26:33.828925,23.88,15.879999999999999
6399,Engineering,Backend Engineer,53,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,6.0,2024-10-10 10:44:00,2024-10-11 09:41:49.396982,22.96,16.96
1474,Engineering,Data Engineer,158,Database schema update,Database schema update for engineering team by data engineer.,Medium,7.0,2024-10-10 10:53:00,2024-10-11 11:52:46.514197,25.0,18.0
5109,Marketing,Content Writer,39,Write blog post,Write blog post for marketing team by content writer.,Low,9.0,2024-10-10 10:54:00,2024-10-17 10:10:18.859139,167.27,158.27
5531,Engineering,Frontend Engineer,65,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,2.0,2024-10-10 10:56:00,2024-10-10 11:26:00.000000,0.5,-1.5
5600,Engineering,Frontend Engineer,69,Implement new endpoint,Implement new endpoint for engineering team by frontend engineer.,Low,10.0,2024-10-10 11:01:00,2024-10-11 15:16:10.480532,28.25,18.25
816,Marketing,Social Media Manager,168,Ad campaign optimization,Ad campaign optimization for marketing team by social media manager.,Medium,3.0,2024-10-10 11:17:00,2024-10-10 16:42:39.476265,5.43,2.4299999999999997
7976,Engineering,QA Engineer,95,Integration testing,Integration testing for engineering team by qa engineer.,Low,6.0,2024-10-10 11:19:00,2024-10-11 10:08:45.838571,22.83,16.83
200,Marketing,Social Media Manager,110,Competitor research,Competitor research for marketing team by social media manager.,Low,4.0,2024-10-10 11:27:00,2024-10-10 12:56:15.362769,1.49,-2.51
7157,Engineering,QA Engineer,176,Implement new endpoint,Implement new endpoint for engineering team by qa engineer.,Low,2.0,2024-10-10 11:28:00,2024-10-10 14:03:38.500176,2.59,0.5899999999999999
9054,Engineering,Data Engineer,149,Database schema update,Database schema update for engineering team by data engineer.,Medium,12.0,2024-10-10 11:38:00,2024-10-14 16:04:23.879165,100.44,88.44
92,Marketing,Content Writer,194,Prepare campaign assets,Prepare campaign assets for marketing team by content writer.,Medium,8.0,2024-10-10 11:52:00,2024-10-11 12:28:49.328673,24.61,16.61
3253,Engineering,Backend Engineer,144,Performance profiling,Performance profiling for engineering team by backend engineer.,Low,4.0,2024-10-10 11:57:00,2024-10-10 15:24:10.021428,3.45,-0.5499999999999998
6378,Engineering,Data Engineer,11,Database schema update,Database schema update for engineering team by data engineer.,Medium,3.0,2024-10-10 12:16:00,2024-10-10 16:17:36.685013,4.03,1.0300000000000002
2451,Engineering,Data Engineer,17,Write unit tests,Write unit tests for engineering team by data engineer.,Low,7.0,2024-10-10 12:38:00,2024-10-11 14:05:14.327970,25.45,18.45
9118,Marketing,Social Media Manager,5,Ad campaign optimization,Ad campaign optimization for marketing team by social media manager.,Medium,9.0,2024-10-10 12:56:00,2024-10-14 10:16:53.756582,93.35,84.35
2457,Finance,Accountant,52,Month-end close preparation,Month-end close preparation for finance team by accountant.,Medium,7.0,2024-10-10 13:06:00,2024-10-11 12:59:54.190554,23.9,16.9
1879,Marketing,SEO Specialist,175,Write blog post,Write blog post for marketing team by seo specialist.,Low,6.0,2024-10-10 13:08:00,2024-10-11 15:01:39.833984,25.89,19.89
5760,Operations,Logistics Coordinator,97,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,4.0,2024-10-10 13:09:00,2024-10-11 10:45:02.413686,21.6,17.6
7583,Marketing,SEO Specialist,158,Prepare campaign assets,Prepare campaign assets for marketing team by seo specialist.,Medium,5.0,2024-10-10 13:13:00,2024-10-11 14:31:40.550153,25.31,20.31
8900,Engineering,Data Engineer,107,Write unit tests,Write unit tests for engineering team by data engineer.,Low,10.0,2024-10-10 13:28:00,2024-10-14 11:30:08.625772,94.04,84.04
1539,Engineering,Frontend Engineer,90,Integration testing,Integration testing for engineering team by frontend engineer.,Low,8.0,2024-10-10 13:33:00,2024-10-14 09:53:36.770399,92.34,84.34
8595,Finance,Financial Analyst,27,Prepare monthly report,Prepare monthly report for finance team by financial analyst.,Medium,2.0,2024-10-10 13:47:00,2024-10-10 14:17:00.000000,0.5,-1.5
150,Engineering,Frontend Engineer,138,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,2.0,2024-10-10 13:51:00,2024-10-11 10:36:24.090099,20.76,18.76
925,Marketing,Content Writer,115,Ad campaign optimization,Ad campaign optimization for marketing team by content writer.,Medium,7.0,2024-10-10 13:51:00,2024-10-11 12:08:53.878467,22.3,15.3
703,Finance,Financial Analyst,151,Reconcile transactions,Reconcile transactions for finance team by financial analyst.,Low,3.0,2024-10-10 14:02:00,2024-10-11 11:07:28.368087,21.09,18.09
42,Marketing,SEO Specialist,28,Write blog post,Write blog post for marketing team by seo specialist.,Low,7.0,2024-10-10 14:03:00,2024-10-11 15:59:07.183189,25.94,18.94
8718,Engineering,QA Engineer,115,Integration testing,Integration testing for engineering team by qa engineer.,Low,3.0,2024-10-10 14:16:00,2024-10-10 16:00:56.323011,1.75,-1.25
78,Engineering,Data Engineer,145,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,11.0,2024-10-10 14:17:00,2024-10-14 09:07:02.743949,90.83,79.83
5788,Engineering,Backend Engineer,39,Implement new endpoint,Implement new endpoint for engineering team by backend engineer.,Low,9.0,2024-10-10 14:28:00,2024-10-14 09:53:18.190791,91.42,82.42
850,Operations,Logistics Coordinator,155,Warehouse audit,Warehouse audit for operations team by logistics coordinator.,Low,5.0,2024-10-10 14:37:00,2024-10-11 14:06:10.138750,23.49,18.49
710,Engineering,Data Engineer,22,Write unit tests,Write unit tests for engineering team by data engineer.,Low,12.0,2024-10-10 14:53:00,2024-10-14 16:04:34.636476,97.19,85.19
4031,Engineering,Backend Engineer,126,Refactor UI component,Refactor UI component for engineering team by backend engineer.,Low,11.0,2024-10-10 15:08:00,2024-10-14 13:50:31.629575,94.71,83.71
5016,Customer Support,Technical Support,113,Respond to ticket,Respond to ticket for customer support team by technical support.,Low,4.0,2024-10-10 15:10:00,2024-10-11 10:44:43.793842,19.58,15.579999999999998
319,Engineering,QA Engineer,125,Integration testing,Integration testing for engineering team by qa engineer.,Low,12.0,2024-10-10 15:14:00,2024-10-14 12:16:44.115885,93.05,81.05
8479,Marketing,SEO Specialist,49,Schedule social posts,Schedule social posts for marketing team by seo specialist.,Low,5.0,2024-10-10 15:19:00,2024-10-11 09:45:56.476534,18.45,13.45
8354,Customer Support,Support Agent,94,Live chat assistance,Live chat assistance for customer support team by support agent.,Low,3.0,2024-10-10 15:22:00,2024-10-11 11:21:30.853033,19.99,16.99
9292,Engineering,Data Engineer,167,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,2.0,2024-10-10 15:24:00,2024-10-11 09:43:00.045291,18.32,16.32
5213,Engineering,QA Engineer,86,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,10.0,2024-10-10 15:27:00,2024-10-15 13:59:12.909982,118.54,108.54
389,Marketing,SEO Specialist,181,Write blog post,Write blog post for marketing team by seo specialist.,Low,4.0,2024-10-10 15:37:00,2024-10-11 13:57:41.517453,22.34,18.34
7046,Operations,Logistics Coordinator,114,Vendor follow-up,Vendor follow-up for operations team by logistics coordinator.,Low,8.0,2024-10-10 15:43:00,2024-10-14 11:07:28.907659,91.41,83.41
4739,Engineering,QA Engineer,166,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,4.0,2024-10-10 15:52:00,2024-10-11 11:22:21.042437,19.51,15.510000000000002
5377,Finance,Accountant,156,Month-end close preparation,Month-end close preparation for finance team by accountant.,Medium,6.0,2024-10-10 15:53:00,2024-10-11 13:40:13.783864,21.79,15.79
8845,Marketing,SEO Specialist,107,Email campaign setup,Email campaign setup for marketing team by seo specialist.,Medium,6.0,2024-10-10 16:05:00,2024-10-11 14:33:13.129009,22.47,16.47
5604,Engineering,Data Engineer,155,Performance profiling,Performance profiling for engineering team by data engineer.,Low,11.0,2024-10-10 16:09:00,2024-10-14 14:57:07.295728,94.8,83.8
4457,Customer Support,Technical Support,108,Live chat assistance,Live chat assistance for customer support team by technical support.,Low,4.0,2024-10-10 16:13:00,2024-10-11 12:24:42.468162,20.2,16.2
4243,Engineering,Frontend Engineer,159,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,5.0,2024-10-10 16:22:00,2024-10-11 13:19:12.778257,20.95,15.95
3836,Operations,Operations Associate,9,Resource planning,Resource planning for operations team by operations associate.,Medium,2.0,2024-10-10 16:47:00,2024-10-11 11:24:31.422981,18.63,16.63
5102,Marketing,Content Writer,110,Ad campaign optimization,Ad campaign optimization for marketing team by content writer.,Medium,7.0,2024-10-11 09:02:00,2024-10-14 10:41:39.346409,73.66,66.66
2082,Engineering,Backend Engineer,9,Write frontend feature,Write frontend feature for engineering team by backend engineer.,Low,2.0,2024-10-11 09:11:00,2024-10-11 12:23:00.500141,3.2,1.2000000000000002
